"canceled_service","senior_citizen","spouse_partner","dependents","cellular_service","avg_call_mins","avg_intl_mins","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_bill","payment_method","months_with_company","monthly_charges"
"yes","no","no","yes","multiple_lines",400,108,"fiber_optic","no","no","no","yes","no","no","month_to_month","no","credit_card",4,80.8
"no","no","no","no","single_line",307,105,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",12,84.6
"no","no","no","yes","single_line",356,65,"digital","no","no","no","yes","yes","no","one_year","no","credit_card",51,47.85
"yes","no","no","no","multiple_lines",346,95,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",4,85.65
"yes","no","no","no","single_line",458,58,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,70.6
"no","yes","no","no","single_line",387,107,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","no","electronic_check",3,73.85
"no","no","yes","yes","multiple_lines",342,80,"fiber_optic","no","yes","no","no","yes","no","one_year","no","bank_draft",71,100.55
"no","no","no","no","multiple_lines",320,111,"fiber_optic","yes","yes","yes","yes","no","no","month_to_month","yes","electronic_check",41,106.5
"yes","yes","no","no","multiple_lines",410,100,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",14,74.3
"no","yes","yes","no","single_line",322,74,"fiber_optic","yes","yes","yes","yes","no","no","one_year","yes","credit_card",40,98.15
"yes","no","no","no","single_line",352,73,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",10,45.55
"no","no","yes","no","multiple_lines",284,44,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",21,94.3
"no","no","no","no","multiple_lines",400,90,"fiber_optic","no","no","yes","no","no","no","one_year","yes","bank_draft",66,92.15
"no","no","yes","no","multiple_lines",251,167,"fiber_optic","yes","yes","yes","yes","yes","yes","one_year","yes","mailed_check",54,114.65
"yes","no","yes","no","multiple_lines",391,157,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","bank_draft",49,99.05
"yes","no","yes","yes","multiple_lines",460,118,"fiber_optic","yes","yes","yes","no","yes","no","month_to_month","yes","electronic_check",63,100.55
"yes","yes","no","yes","single_line",334,31,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,71
"no","no","no","no","single_line",445,91,"digital","no","no","no","yes","yes","yes","month_to_month","yes","mailed_check",3,50.5
"yes","no","no","no","single_line",150,116,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",17,70
"yes","no","no","no","multiple_lines",407,135,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",14,80.45
"no","no","yes","no","single_line",337,99,"digital","no","yes","no","yes","yes","yes","month_to_month","yes","mailed_check",2,64.2
"no","no","yes","no","single_line",137,84,"digital","no","yes","yes","yes","no","no","month_to_month","no","bank_draft",26,81.9
"yes","no","no","no","single_line",336,88,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",10,94.9
"no","no","yes","yes","multiple_lines",233,132,"digital","yes","no","no","no","yes","no","one_year","yes","bank_draft",21,75.9
"no","no","no","no","multiple_lines",303,119,"fiber_optic","yes","yes","yes","no","no","no","two_year","yes","credit_card",71,106.75
"no","no","no","yes","single_line",319,119,"fiber_optic","no","yes","yes","yes","no","no","two_year","yes","electronic_check",26,105.45
"no","yes","yes","no","multiple_lines",377,127,"fiber_optic","yes","yes","yes","yes","yes","yes","two_year","yes","credit_card",70,113
"yes","yes","no","no","single_line",341,53,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",2,44.15
"yes","no","no","no","multiple_lines",452,129,"fiber_optic","no","yes","no","yes","no","yes","month_to_month","yes","electronic_check",56,94.45
"yes","yes","yes","no","multiple_lines",384,128,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","bank_draft",57,95.25
"no","yes","yes","no","multiple_lines",412,99,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","electronic_check",64,94.25
"no","no","yes","yes","multiple_lines",286,110,"fiber_optic","no","yes","yes","no","no","yes","two_year","yes","bank_draft",63,104.8
"no","no","yes","yes","single_line",142,119,"digital","no","no","no","no","no","no","month_to_month","no","electronic_check",1,44.55
"yes","no","no","no","single_line",341,65,"digital","no","no","no","no","yes","no","month_to_month","yes","mailed_check",1,45.7
"no","no","yes","no","multiple_lines",309,107,"fiber_optic","no","no","yes","no","yes","no","month_to_month","no","electronic_check",34,100.85
"no","no","yes","yes","single_line",309,78,"fiber_optic","yes","yes","no","no","yes","yes","month_to_month","no","electronic_check",3,89.85
"no","no","no","yes","single_line",372,167,"digital","no","no","no","yes","no","no","one_year","yes","mailed_check",35,72.1
"no","no","yes","yes","multiple_lines",408,134,"fiber_optic","no","no","yes","yes","no","no","one_year","yes","bank_draft",58,105.05
"yes","no","no","yes","single_line",322,80,"fiber_optic","no","no","no","no","yes","no","month_to_month","no","electronic_check",3,69.65
"yes","yes","no","no","multiple_lines",514,92,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",4,94.3
"yes","yes","yes","no","multiple_lines",351,102,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",29,94.45
"no","no","no","no","multiple_lines",323,150,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","credit_card",20,90.7
"yes","yes","yes","no","multiple_lines",308,103,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",43,103
"no","no","yes","yes","multiple_lines",373,139,"fiber_optic","yes","yes","yes","no","no","yes","one_year","yes","credit_card",61,100.7
"no","no","no","no","single_line",329,110,"digital","yes","no","no","no","no","no","month_to_month","no","electronic_check",1,47.95
"no","no","yes","no","single_line",350,91,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","credit_card",12,85.05
"no","no","no","no","multiple_lines",320,66,"fiber_optic","no","yes","no","yes","no","no","month_to_month","no","electronic_check",15,95.7
"yes","no","no","yes","single_line",206,65,"digital","yes","no","no","yes","yes","no","month_to_month","yes","mailed_check",3,55.1
"yes","no","no","no","multiple_lines",437,141,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",3,74.25
"no","yes","no","no","single_line",391,69,"fiber_optic","no","no","no","no","no","no","month_to_month","no","credit_card",24,70
"yes","no","no","no","multiple_lines",387,97,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",23,79.15
"no","no","no","no","multiple_lines",367,118,"digital","yes","no","no","yes","yes","yes","two_year","no","mailed_check",45,73.55
"yes","no","no","yes","single_line",342,120,"fiber_optic","no","no","no","no","yes","no","month_to_month","no","bank_draft",15,69
"no","no","yes","no","single_line",263,83,"digital","yes","no","yes","no","yes","no","month_to_month","yes","mailed_check",65,55.15
"yes","yes","no","no","multiple_lines",371,96,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","electronic_check",19,88.2
"yes","no","no","no","single_line",320,87,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","electronic_check",11,74.95
"no","no","no","no","single_line",359,111,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",19,78.7
"no","no","no","no","single_line",267,109,"digital","no","no","yes","no","no","yes","month_to_month","no","electronic_check",2,60.85
"no","no","yes","no","multiple_lines",388,169,"digital","yes","yes","yes","yes","yes","no","two_year","no","credit_card",72,79.2
"yes","no","no","no","multiple_lines",424,102,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",11,76.5
"no","yes","no","no","multiple_lines",314,96,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",41,104.4
"no","no","yes","no","single_line",209,87,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","credit_card",18,95.95
"yes","no","no","no","multiple_lines",394,52,"fiber_optic","no","no","no","yes","no","no","month_to_month","no","electronic_check",11,90.15
"no","no","yes","no","multiple_lines",228,154,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",34,100.45
"no","no","yes","yes","multiple_lines",345,130,"digital","yes","no","yes","yes","no","yes","two_year","yes","mailed_check",59,76.45
"no","yes","yes","no","multiple_lines",371,106,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",35,100.8
"no","no","no","no","single_line",302,115,"digital","yes","no","yes","yes","yes","yes","two_year","no","electronic_check",54,80.6
"no","no","yes","yes","single_line",301,81,"digital","yes","no","yes","no","yes","yes","two_year","no","credit_card",71,77.55
"no","yes","yes","no","multiple_lines",325,135,"fiber_optic","no","yes","yes","yes","yes","no","month_to_month","no","electronic_check",55,90.45
"no","no","yes","yes","multiple_lines",446,145,"fiber_optic","yes","no","yes","no","no","no","one_year","yes","bank_draft",60,95.4
"yes","no","yes","yes","multiple_lines",423,83,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","electronic_check",65,105.5
"yes","yes","no","no","single_line",399,53,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","bank_draft",1,75.3
"yes","no","no","no","multiple_lines",431,108,"digital","no","yes","no","no","yes","yes","month_to_month","yes","mailed_check",2,54.4
"no","no","yes","no","single_line",295,121,"digital","no","yes","yes","yes","no","yes","one_year","yes","electronic_check",44,70.95
"no","no","no","no","multiple_lines",318,180,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","electronic_check",47,106.35
"no","no","yes","yes","single_line",370,57,"fiber_optic","no","yes","no","no","no","yes","month_to_month","no","bank_draft",16,73.25
"no","no","no","no","multiple_lines",372,115,"digital","no","no","no","yes","no","yes","month_to_month","yes","credit_card",28,54.9
"no","yes","no","no","multiple_lines",370,118,"fiber_optic","no","no","yes","no","no","yes","one_year","yes","electronic_check",55,100.15
"no","no","yes","no","multiple_lines",397,135,"digital","no","yes","no","no","yes","no","month_to_month","no","credit_card",18,56.8
"no","no","no","no","single_line",352,109,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","credit_card",3,74.45
"yes","yes","no","no","single_line",316,128,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","credit_card",10,84.6
"yes","no","yes","yes","multiple_lines",469,78,"fiber_optic","no","no","no","no","no","no","month_to_month","no","credit_card",33,86.15
"no","no","no","no","multiple_lines",437,145,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",4,80.15
"no","no","no","no","single_line",302,99,"fiber_optic","no","no","yes","yes","no","no","month_to_month","yes","credit_card",29,98.8
"no","no","yes","no","multiple_lines",354,123,"digital","yes","yes","no","yes","no","yes","month_to_month","no","bank_draft",43,66.25
"yes","yes","no","no","multiple_lines",533,97,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",16,96.4
"yes","yes","yes","no","multiple_lines",317,144,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",7,99.25
"no","no","yes","no","single_line",311,90,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","credit_card",71,84.4
"no","yes","yes","no","single_line",295,134,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","credit_card",26,85.7
"no","no","no","no","multiple_lines",447,143,"fiber_optic","no","no","yes","yes","no","no","month_to_month","yes","mailed_check",26,84.3
"no","no","yes","no","multiple_lines",411,145,"fiber_optic","yes","yes","yes","no","no","no","one_year","no","bank_draft",64,89.45
"yes","no","yes","no","single_line",424,103,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","bank_draft",54,109.75
"yes","no","yes","yes","single_line",385,57,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",1,74.7
"no","no","yes","no","single_line",278,73,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","bank_draft",66,85.9
"yes","yes","no","no","multiple_lines",385,121,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","credit_card",5,83.15
"yes","no","yes","yes","multiple_lines",394,116,"fiber_optic","no","no","no","no","yes","no","one_year","yes","mailed_check",48,82.05
"yes","no","no","no","multiple_lines",368,79,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",9,85.35
"no","no","no","no","single_line",202,93,"fiber_optic","no","yes","no","no","no","yes","month_to_month","no","credit_card",40,74.8
"yes","no","no","no","single_line",377,70,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",3,45.35
"no","no","yes","no","single_line",409,104,"digital","no","no","yes","no","no","yes","month_to_month","no","credit_card",2,69
"yes","no","no","no","multiple_lines",471,45,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",39,103.45
"yes","yes","no","no","multiple_lines",487,155,"digital","no","no","no","yes","yes","yes","month_to_month","no","credit_card",15,55
"no","yes","yes","no","multiple_lines",471,158,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","yes","bank_draft",72,116.05
"yes","no","no","no","multiple_lines",343,111,"fiber_optic","no","no","no","no","no","no","month_to_month","no","electronic_check",5,75.55
"no","no","no","no","single_line",288,127,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",9,74.85
"no","yes","no","no","single_line",352,107,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",5,84.7
"no","no","no","no","single_line",367,104,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",3,92
"no","no","no","no","multiple_lines",379,136,"fiber_optic","no","yes","no","no","yes","no","one_year","yes","mailed_check",52,80.2
"no","yes","no","no","multiple_lines",285,102,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","mailed_check",67,75.7
"no","no","no","no","multiple_lines",482,140,"fiber_optic","no","yes","no","no","yes","yes","one_year","yes","bank_draft",66,88.9
"yes","no","no","no","multiple_lines",375,69,"fiber_optic","yes","yes","no","no","yes","yes","month_to_month","yes","electronic_check",17,94.4
"yes","no","no","no","single_line",543,101,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","electronic_check",13,81.15
"yes","no","no","no","single_line",400,74,"digital","no","no","no","no","no","no","month_to_month","no","credit_card",1,46.2
"no","no","no","no","multiple_lines",366,131,"fiber_optic","no","no","no","no","no","no","month_to_month","no","electronic_check",12,94.55
"yes","no","no","yes","multiple_lines",373,150,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,93.3
"no","yes","yes","no","multiple_lines",276,181,"fiber_optic","yes","yes","no","no","no","yes","one_year","yes","electronic_check",67,105.6
"no","yes","no","no","multiple_lines",410,97,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","yes","electronic_check",59,89.75
"yes","no","yes","no","multiple_lines",367,107,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",37,99.5
"no","no","no","no","multiple_lines",338,178,"fiber_optic","no","no","yes","yes","yes","no","month_to_month","yes","bank_draft",17,95.65
"yes","yes","no","no","multiple_lines",418,70,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",4,74.9
"no","yes","no","no","single_line",339,137,"digital","no","no","no","no","no","no","month_to_month","no","electronic_check",1,44
"yes","no","no","no","multiple_lines",398,121,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,75.3
"no","no","no","no","multiple_lines",333,152,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","electronic_check",5,96.55
"no","no","no","no","single_line",320,100,"digital","yes","no","yes","no","yes","yes","month_to_month","no","electronic_check",2,53.45
"yes","yes","no","no","multiple_lines",334,69,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","electronic_check",3,105
"no","no","no","no","multiple_lines",386,127,"fiber_optic","no","no","yes","no","no","yes","month_to_month","no","credit_card",54,89.4
"yes","no","yes","yes","single_line",360,43,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",26,90.8
"no","yes","no","no","single_line",367,135,"fiber_optic","yes","no","no","no","no","no","month_to_month","yes","bank_draft",23,75.4
"no","no","yes","yes","multiple_lines",432,156,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",72,112.6
"no","no","yes","no","multiple_lines",317,105,"digital","yes","no","yes","no","yes","yes","one_year","no","electronic_check",12,78.85
"no","no","yes","no","multiple_lines",379,119,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",71,93.25
"no","no","no","no","multiple_lines",390,78,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",70,111.95
"yes","no","no","no","single_line",259,102,"fiber_optic","yes","no","no","no","yes","no","month_to_month","no","electronic_check",8,84.95
"no","no","yes","yes","multiple_lines",364,128,"fiber_optic","yes","no","yes","yes","yes","no","month_to_month","yes","mailed_check",56,109.6
"yes","yes","yes","no","single_line",386,127,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","mailed_check",30,79.65
"no","no","no","no","single_line",370,72,"digital","yes","no","no","no","no","yes","month_to_month","no","bank_draft",1,49.55
"no","no","yes","no","single_line",354,63,"digital","yes","no","no","no","yes","no","one_year","no","credit_card",27,48.7
"yes","no","yes","yes","multiple_lines",314,134,"digital","no","yes","yes","yes","yes","yes","one_year","yes","bank_draft",68,75.8
"yes","no","yes","yes","single_line",496,16,"fiber_optic","no","no","no","no","yes","yes","one_year","yes","bank_draft",28,90.1
"no","no","no","no","single_line",267,126,"fiber_optic","yes","yes","no","no","yes","yes","one_year","no","bank_draft",58,99.15
"yes","yes","yes","no","single_line",421,83,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","electronic_check",18,78.55
"no","no","no","no","single_line",228,92,"fiber_optic","no","yes","no","yes","yes","no","two_year","yes","bank_draft",41,98.8
"yes","no","no","no","multiple_lines",417,129,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","electronic_check",8,94
"no","no","no","no","multiple_lines",302,125,"fiber_optic","no","no","no","no","no","yes","month_to_month","no","electronic_check",10,75.05
"no","no","yes","no","multiple_lines",312,113,"fiber_optic","no","no","no","no","yes","yes","one_year","yes","bank_draft",61,96.5
"no","no","no","no","single_line",289,119,"fiber_optic","no","yes","no","no","no","no","month_to_month","no","electronic_check",2,74.95
"no","yes","no","no","multiple_lines",363,94,"fiber_optic","no","no","yes","yes","yes","no","one_year","no","electronic_check",64,102.1
"no","no","yes","yes","single_line",382,135,"digital","yes","yes","yes","yes","yes","yes","two_year","no","credit_card",71,64.05
"no","no","no","no","single_line",285,55,"fiber_optic","no","no","yes","yes","no","no","one_year","no","electronic_check",39,81.9
"no","no","yes","no","multiple_lines",344,142,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",62,101.35
"no","no","yes","yes","single_line",276,95,"digital","yes","yes","no","no","no","no","one_year","no","electronic_check",57,53.45
"no","yes","no","no","single_line",212,98,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","credit_card",53,73.8
"no","no","no","no","multiple_lines",344,165,"fiber_optic","no","no","yes","yes","no","no","one_year","no","bank_draft",38,95
"no","no","no","no","single_line",383,97,"digital","no","no","yes","no","yes","no","one_year","yes","mailed_check",40,50.25
"yes","yes","yes","no","single_line",343,104,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","mailed_check",1,76.4
"no","no","no","no","multiple_lines",354,123,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","credit_card",43,115.05
"no","no","yes","yes","single_line",297,93,"fiber_optic","yes","yes","yes","no","yes","yes","two_year","yes","bank_draft",68,105.25
"no","no","yes","yes","multiple_lines",483,66,"fiber_optic","no","no","yes","no","no","no","two_year","yes","credit_card",59,99.5
"yes","no","no","no","single_line",275,15,"digital","no","yes","no","no","yes","no","month_to_month","no","credit_card",4,50.7
"no","no","yes","yes","single_line",301,129,"digital","yes","yes","no","yes","no","yes","two_year","yes","mailed_check",53,69.7
"no","no","no","no","single_line",275,97,"digital","yes","no","yes","yes","yes","yes","one_year","no","mailed_check",60,79
"no","no","yes","yes","multiple_lines",355,108,"digital","yes","yes","yes","yes","no","no","two_year","no","bank_draft",70,79.7
"no","no","yes","no","multiple_lines",183,135,"fiber_optic","no","yes","no","no","yes","no","one_year","yes","credit_card",51,90.35
"no","yes","yes","no","single_line",257,104,"fiber_optic","yes","yes","yes","no","yes","no","one_year","yes","credit_card",59,82.95
"no","no","no","no","multiple_lines",431,124,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","bank_draft",11,79
"no","no","yes","no","multiple_lines",338,146,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","yes","credit_card",48,105.1
"yes","no","yes","no","single_line",296,105,"fiber_optic","no","no","yes","no","no","yes","month_to_month","no","electronic_check",1,76.2
"yes","no","no","no","single_line",288,108,"digital","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",1,50.5
"yes","no","no","no","multiple_lines",502,120,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",8,86.55
"no","no","yes","yes","single_line",271,100,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","mailed_check",62,108.15
"no","no","yes","yes","single_line",222,94,"digital","no","no","no","no","yes","no","one_year","yes","electronic_check",13,64.75
"yes","no","no","no","single_line",456,47,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",30,90.25
"no","no","yes","no","multiple_lines",375,115,"fiber_optic","no","no","yes","no","no","yes","one_year","no","bank_draft",69,99.5
"yes","yes","no","no","multiple_lines",420,85,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","credit_card",49,90.85
"no","no","yes","yes","multiple_lines",371,64,"digital","yes","no","no","no","no","no","two_year","no","bank_draft",72,55.3
"yes","no","yes","yes","single_line",562,101,"fiber_optic","yes","no","no","yes","no","yes","month_to_month","yes","electronic_check",23,99.85
"no","yes","yes","no","single_line",326,98,"fiber_optic","yes","yes","no","yes","yes","no","two_year","yes","credit_card",72,84.8
"no","yes","no","no","multiple_lines",428,93,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","no","credit_card",52,108.1
"yes","yes","yes","no","multiple_lines",490,96,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","mailed_check",7,74.4
"yes","yes","no","no","multiple_lines",306,95,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",5,89.8
"yes","no","no","yes","single_line",364,68,"fiber_optic","no","yes","yes","yes","yes","yes","two_year","yes","mailed_check",48,95.5
"no","no","yes","no","single_line",383,90,"digital","no","no","no","no","yes","no","month_to_month","yes","mailed_check",3,46.1
"no","no","yes","no","multiple_lines",368,97,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",36,106.05
"yes","no","no","no","multiple_lines",450,125,"fiber_optic","no","no","no","no","no","yes","month_to_month","no","electronic_check",39,75.25
"no","no","yes","no","single_line",341,109,"digital","no","no","no","yes","no","no","month_to_month","no","bank_draft",14,48.8
"yes","no","yes","no","multiple_lines",386,128,"fiber_optic","no","yes","yes","yes","no","no","month_to_month","yes","electronic_check",42,99.45
"yes","no","yes","yes","single_line",358,76,"digital","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",8,51.05
"no","no","yes","no","single_line",370,153,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",25,74.6
"yes","no","yes","no","single_line",234,108,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",10,70.3
"yes","yes","no","no","multiple_lines",389,90,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",2,88.55
"no","no","yes","no","multiple_lines",414,125,"digital","yes","yes","yes","no","no","no","two_year","yes","credit_card",66,66.1
"no","no","no","yes","multiple_lines",189,150,"fiber_optic","no","yes","no","no","no","yes","month_to_month","yes","credit_card",22,89.1
"no","no","yes","yes","multiple_lines",350,41,"digital","yes","no","no","yes","yes","yes","one_year","no","bank_draft",29,69.05
"yes","no","no","no","multiple_lines",426,75,"fiber_optic","no","no","no","yes","yes","no","month_to_month","yes","electronic_check",18,88.35
"no","no","no","no","single_line",107,141,"digital","no","no","no","no","no","no","month_to_month","yes","electronic_check",1,55.25
"no","yes","yes","no","single_line",335,94,"digital","yes","no","yes","yes","no","yes","two_year","yes","credit_card",62,79.95
"no","no","no","no","multiple_lines",285,168,"fiber_optic","no","no","no","yes","no","yes","one_year","no","credit_card",31,81.7
"yes","no","yes","no","multiple_lines",510,83,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",3,95.2
"no","no","yes","yes","multiple_lines",382,83,"digital","yes","yes","yes","yes","no","no","two_year","yes","mailed_check",72,89.4
"no","no","no","yes","multiple_lines",315,101,"fiber_optic","no","yes","no","no","no","yes","month_to_month","yes","mailed_check",38,81.85
"no","no","no","no","multiple_lines",361,120,"digital","yes","no","yes","no","no","no","month_to_month","yes","electronic_check",13,78.75
"yes","no","no","no","single_line",348,74,"digital","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",2,47.8
"yes","no","yes","no","multiple_lines",420,84,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",5,81.3
"no","yes","no","no","multiple_lines",325,138,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","bank_draft",52,72.95
"no","no","yes","no","multiple_lines",391,56,"digital","yes","yes","yes","yes","yes","no","two_year","no","bank_draft",66,91.7
"no","no","no","no","multiple_lines",388,124,"fiber_optic","no","no","yes","yes","no","no","two_year","no","electronic_check",69,104
"no","no","yes","no","multiple_lines",353,171,"digital","yes","yes","yes","yes","yes","no","two_year","yes","credit_card",68,90.8
"no","no","no","no","single_line",464,138,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",1,89.25
"yes","no","yes","yes","single_line",310,111,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","yes","electronic_check",62,100.15
"yes","yes","no","no","multiple_lines",365,130,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",33,110.45
"yes","no","no","no","multiple_lines",401,126,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","bank_draft",32,80.35
"yes","no","no","no","single_line",297,134,"digital","no","no","no","no","no","yes","month_to_month","yes","mailed_check",1,45.7
"no","no","yes","yes","multiple_lines",475,127,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",37,95.25
"yes","no","no","no","multiple_lines",310,87,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",1,79.15
"yes","no","no","no","multiple_lines",389,101,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",35,86.45
"yes","no","no","no","single_line",360,120,"digital","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",9,44.2
"yes","no","no","no","multiple_lines",488,168,"fiber_optic","yes","no","no","no","yes","yes","month_to_month","yes","bank_draft",22,101.35
"yes","yes","yes","no","multiple_lines",312,93,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","electronic_check",32,85.3
"yes","no","no","no","single_line",267,50,"fiber_optic","yes","no","yes","yes","no","yes","one_year","yes","electronic_check",39,95.55
"no","no","yes","yes","single_line",376,74,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",8,54.4
"yes","no","yes","no","multiple_lines",480,130,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","electronic_check",60,95.75
"no","no","yes","no","multiple_lines",287,135,"digital","yes","yes","yes","yes","yes","no","two_year","yes","credit_card",70,94.8
"yes","yes","no","no","multiple_lines",357,107,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",27,78.05
"no","no","no","no","multiple_lines",392,142,"fiber_optic","no","yes","yes","no","yes","no","one_year","yes","credit_card",32,104.05
"no","no","no","yes","multiple_lines",349,143,"fiber_optic","no","yes","no","no","no","yes","month_to_month","yes","electronic_check",15,91
"yes","no","no","no","multiple_lines",426,96,"fiber_optic","yes","no","no","no","yes","yes","month_to_month","yes","electronic_check",22,100.75
"yes","no","no","no","multiple_lines",360,156,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",55,96.8
